ברקוד,מותג,יצרן,שם מוצר,מועד עדכון ברקודים,סטאטוס סימון
7296073205401,ויטה פרי גליל ,שופרסל,קטשופ אורגני גרין 750 גר,ברקודים חדשים,
7296073205401,ויטה פרי גליל ,שופרסל,קשטופ אורגני 750 מל,ברקודים חדשים,
7296073205975,PL ש.שוורץ,שופרסל,מסיר לק ללא אצטון 100 מל,ברקודים חדשים,
7296073208624,חצר כנרת,חצר כנרת,סילאן בקבוק לחיץ 400 גרם שופרסל,ברקודים חדשים,מסמן בפועל
7296073209928,"מאיר את בייגל תעשיות בע""",שופרסל,בייגלה שטוח עם מלח 300 גרם שופרסל,ברקודים חדשים,
7296073209935,"מאיר את בייגל תעשיות בע""",שופרסל,בייגלה שטוח עם שומשום 300 גרם שופרסל,ברקודים חדשים,
7296073212089,ויטה פרי גליל ,שופרסל,מרק פטריות שופרסל 400גרם,ברקודים חדשים,
7296073212096,ויטה פרי גליל ,שופרסל,מרק עוף שופרסל 400 גרם,ברקודים חדשים,
7296073212119,ויטה פרי גליל ,שופרסל,מרק טעם עוף שופרסל400ג,ברקודים חדשים,
7296073212126,ויטה פרי גליל ,שופרסל,מרק בצל שופרסל 400 גרם,ברקודים חדשים,
7296073213949,PL גליל כימיקלים,שופרסל,ג'ל כביסה מרוכז שופרסל3ל,ברקודים חדשים,
7296073215820,א.ל.ייצור ושיווק תבלינים,שופרסל,כורכום טחון בשקית 100גרם,ברקודים חדשים,
7296073215844,א.ל.ייצור ושיווק תבלינים,שופרסל,כורכום טחון שופרסל 40 גר,ברקודים חדשים,
7296073215851,א.ל.ייצור ושיווק תבלינים,שופרסל,כורכום במיכל גדול 100גרם,ברקודים חדשים,
7296073215868,א.ל.ייצור ושיווק תבלינים,שופרסל,כורכום במיכל ענק 400 גרם,ברקודים חדשים,
7296073215875,א.ל.ייצור ושיווק תבלינים,שופרסל,כמון טחון בשקית 100 גרם,ברקודים חדשים,
7296073215882,א.ל.ייצור ושיווק תבלינים,שופרסל,כמון טחון במיכל 40 גרם,ברקודים חדשים,
7296073215899,א.ל.ייצור ושיווק תבלינים,שופרסל,כמון טחון במיכל גדול100ג,ברקודים חדשים,
7296073215905,א.ל.ייצור ושיווק תבלינים,שופרסל,כמון טחון במיכל ענק400ג,ברקודים חדשים,
7296073215912,א.ל.ייצור ושיווק תבלינים,שופרסל,קנמון טחון בשקית 100 גרם,ברקודים חדשים,
7296073215929,א.ל.ייצור ושיווק תבלינים,שופרסל,קנמון טחון במיכל 40 גרם,ברקודים חדשים,
7296073215936,א.ל.ייצור ושיווק תבלינים,שופרסל,קנמון טחון במיכל גדול80ג,ברקודים חדשים,
7296073215943,א.ל.ייצור ושיווק תבלינים,שופרסל,אורגנו בשקית 20 גרם,ברקודים חדשים,
7296073215967,א.ל.ייצור ושיווק תבלינים,שופרסל,שום גבישי בשקית 100 גרם,ברקודים חדשים,
7296073215974,א.ל.ייצור ושיווק תבלינים,שופרסל,שום גבישי במיכל גדול120ג,ברקודים חדשים,
7296073215981,א.ל.ייצור ושיווק תבלינים,שופרסל,אבקת שום במיכל גדול90גרם,ברקודים חדשים,
7296073215998,א.ל.ייצור ושיווק תבלינים,שופרסל,אבקת שום בשקית 50 גרם,ברקודים חדשים,
7296073216001,א.ל.ייצור ושיווק תבלינים,שופרסל,תערובת תבול גריל עוף100ג,ברקודים חדשים,
7296073216018,א.ל.ייצור ושיווק תבלינים,שופרסל,תערובת תיבול לזעתר 100 ג,ברקודים חדשים,
7296073216025,א.ל.ייצור ושיווק תבלינים,שופרסל,תער.תיבול לזעתר מיכל100ג,ברקודים חדשים,
7296073216032,א.ל.ייצור ושיווק תבלינים,שופרסל,תערובת לגריל עוף 150 גרם,ברקודים חדשים,
7296073216049,א.ל.ייצור ושיווק תבלינים,שופרסל,תערובת תיבול על האש100ג,ברקודים חדשים,
7296073216056,א.ל.ייצור ושיווק תבלינים,שופרסל,100תערובת תיבול לשווארמה,ברקודים חדשים,
7296073216063,א.ל.ייצור ושיווק תבלינים,שופרסל,חוואג' למרק בשקית 100גרם,ברקודים חדשים,
7296073216070,א.ל.ייצור ושיווק תבלינים,שופרסל,פטרוזיליה בשקית 20 גרם,ברקודים חדשים,
7296073216087,א.ל.ייצור ושיווק תבלינים,שופרסל,עלי דפנה בשקית 20 גרם,ברקודים חדשים,
7296073216094,א.ל.ייצור ושיווק תבלינים,שופרסל,בהרט בשקית 100 גרם,ברקודים חדשים,
7296073216100,א.ל.ייצור ושיווק תבלינים,שופרסל,צ'ילי כתוש במיכל 25 גרם,ברקודים חדשים,
7296073216117,א.ל.ייצור ושיווק תבלינים,שופרסל,אבקת קרי בשקית 100 גרם,ברקודים חדשים,
7296073216124,א.ל.ייצור ושיווק תבלינים,שופרסל,בזיליקום בשקית 30 גרם,ברקודים חדשים,
7296073216131,א.ל.ייצור ושיווק תבלינים,שופרסל,טימין במיכל 20 גרם,ברקודים חדשים,
7296073216148,א.ל.ייצור ושיווק תבלינים,שופרסל,פלפל שחור טחון בשקית100ג,ברקודים חדשים,
7296073216155,א.ל.ייצור ושיווק תבלינים,שופרסל,פלפל שחור טחון במיכל40ג,ברקודים חדשים,
7296073216162,א.ל.ייצור ושיווק תבלינים,שופרסל,פלפל שחור טחון במיכל100ג,ברקודים חדשים,
7296073216186,א.ל.ייצור ושיווק תבלינים,שופרסל,פלפל שחור גרוס במיכל40ג,ברקודים חדשים,
7296073216193,א.ל.ייצור ושיווק תבלינים,שופרסל,פלפל שחור גרוס במיכל90ג,ברקודים חדשים,
7296073216209,א.ל.ייצור ושיווק תבלינים,שופרסל,פלפל שחור שלם במיכל35גרם,ברקודים חדשים,
7296073216216,א.ל.ייצור ושיווק תבלינים,שופרסל,פלפל לבן טחון במיכל40גרם,ברקודים חדשים,
7296073216223,א.ל.ייצור ושיווק תבלינים,שופרסל,פפריקה מתוקה בשקית80גרם,ברקודים חדשים,
7296073216230,א.ל.ייצור ושיווק תבלינים,שופרסל,פפריקה מתוקה במיכל 40גרם,ברקודים חדשים,
7296073216247,א.ל.ייצור ושיווק תבלינים,שופרסל,פפריקה מתוקה מיכל 100ג,ברקודים חדשים,
7296073216254,א.ל.ייצור ושיווק תבלינים,שופרסל,פפריקה מתוקה מיכל 400גרם,ברקודים חדשים,
7296073216261,א.ל.ייצור ושיווק תבלינים,שופרסל,פפריקה מתוקה מרוקאית80ג,ברקודים חדשים,
7296073216278,א.ל.ייצור ושיווק תבלינים,שופרסל,פפריקה מרוקאית מתוקה90ג,ברקודים חדשים,
7296073216285,א.ל.ייצור ושיווק תבלינים,שופרסל,פפריקה מתוקה מרוקאית400ג,ברקודים חדשים,
7296073216292,א.ל.ייצור ושיווק תבלינים,שופרסל,פפריקה חריפה בשקית80גרם,ברקודים חדשים,
7296073216308,א.ל.ייצור ושיווק תבלינים,שופרסל,פפריקה חריפה מיכל 100 גר,ברקודים חדשים,
7296073216315,א.ל.ייצור ושיווק תבלינים,שופרסל,מלח לימון בשקית 100 גרם,ברקודים חדשים,
7296073216322,א.ל.ייצור ושיווק תבלינים,שופרסל,מלח לימון מיכל גדול170ג,ברקודים חדשים,
7296073216339,א.ל.ייצור ושיווק תבלינים,שופרסל,מלח לימון מיכל ענק 700ג,ברקודים חדשים,
7296073218159,א.ל.ייצור ושיווק תבלינים,שופרסל,תערובת תיבול לקציצות100ג,ברקודים חדשים,
7296073218166,א.ל.ייצור ושיווק תבלינים,שופרסל,פלפל אנגלי שלם במיכל25ג,ברקודים חדשים,
7296073218173,א.ל.ייצור ושיווק תבלינים,שופרסל,תערובת תיבול גריל דג100ג,ברקודים חדשים,
7296073219088,מיטב תעשיות רטבים PL,שופרסל,"מיונז אמיתי 1 ק""ג שופרסל",ברקודים חדשים,
7296073219101,PL גליל כימיקלים,שופרסל,"אבקת כביסה שופרסל 7 ק""ג",ברקודים חדשים,
7296073219118,PL גליל כימיקלים,שופרסל,אבקת כביסה שופרסל 2.5 קג,ברקודים חדשים,
7296073219675,א.ל.ייצור ושיווק תבלינים,שופרסל,פלפל שחור גרוס שקית80ג,ברקודים חדשים,
7296073219880,א.ל.ייצור ושיווק תבלינים,שופרסל,פודינג שוקולד שופרסל95ג,ברקודים חדשים,
7296073219897,א.ל.ייצור ושיווק תבלינים,שופרסל,פודינג וניל שופרסל 80 גר,ברקודים חדשים,
7296073220008,ביסקול,מפיץ שטראוס,שופרסל סוכרלוז 100 שקיות (כחול),ברקודים חדשים,מסמן בפועל
7296073220275,מנעמים ,שופרסל,ופלים בטעם שוקולד 500 גרם שופרסל,ברקודים חדשים,
7296073220282,מנעמים ,שופרסל,ופלים בטעם לימון 500 גרם שופרסל,ברקודים חדשים,
7296073221791,מנעמים ,שופרסל,ופלים בטעם אגוזים 400 גרם שופרסל,ברקודים חדשים,
7296073224365,א.ל.ייצור ושיווק תבלינים,שופרסל,"קמח שמרים שופרסל 1 ק""ג",ברקודים חדשים,
7296073224563,"סלטי שמיר 2006 בע""מ PL",שופרסל,טחינה אמיתית 400 גרם שופרסל,ברקודים חדשים,
7296073224570,"סלטי שמיר 2006 בע""מ PL",שופרסל,חומוס אסלי 400 גרם שופרסל,ברקודים חדשים,
7296073224587,"סלטי שמיר 2006 בע""מ PL",שופרסל,כרוב במיונז 400 גרם שופרסל,ברקודים חדשים,
7296073224594,"סלטי שמיר 2006 בע""מ PL",שופרסל,חציל במיונז 400 גרם שופרסל,ברקודים חדשים,
7296073224600,"סלטי שמיר 2006 בע""מ PL",שופרסל,חומוס 1 קילו שופרסל,ברקודים חדשים,
7296073224662,"""לולי חוות גבעות עולם בע",שופרסל,M 12ביצים חופש אורגניות,ברקודים חדשים,
7296073224679,"""לולי חוות גבעות עולם בע",שופרסל,L 12ביצים חופש אורגני,ברקודים חדשים,
7296073224792,PL גליל כימיקלים,שופרסל,ג'ל כביסה 12 קפסולות,ברקודים חדשים,
7296073224808,PL גליל כימיקלים,שופרסל,ג'ל כביסה 22 קפסולות,ברקודים חדשים,
7296073224815,PL גליל כימיקלים,שופרסל,מרכך מרוכז כחול 1ליטר,ברקודים חדשים,
7296073224822,PL גליל כימיקלים,שופרסל,מרכך מרוכז ורוד 1ליטר,ברקודים חדשים,
7296073224839,PL גליל כימיקלים,שופרסל,מרכך מרוכז לבן 1ליטר,ברקודים חדשים,
7296073224846,PL גליל כימיקלים,שופרסל,מרכך מרוכז סגול 1ליטר,ברקודים חדשים,
7296073225072,מאפיית ש.א אנגל PL,שופרסל,לחמניות,ברקודים חדשים,
7296073225560,מנעמים ,שופרסל,ופלים בטעם שוקולד ללא תוספת סוכר 200 גרם שופרסל,ברקודים חדשים,
7296073225560,מנעמים ,שופרסל,וופל שוקולד ללא תוספת סוכר,ברקודים חדשים,
7296073225744,"סלטי שמיר 2006 בע""מ PL",שופרסל,חציל על האש 400 גרם שופרסל,ברקודים חדשים,
7296073225751,"סלטי שמיר 2006 בע""מ PL",שופרסל,חציל בטחינה 400 גרם שופרסל,ברקודים חדשים,
7296073225768,"סלטי שמיר 2006 בע""מ PL",שופרסל,מטבוחה אמיתית 400 גרם שופרסל,ברקודים חדשים,
7296073225775,"סלטי שמיר 2006 בע""מ PL",שופרסל,רצועות סלק 400 גרם שופרסל,ברקודים חדשים,
7296073226291,PL די.פי.אל,שופרסל,54 חיתולים  שלב3 שופרסל,ברקודים חדשים,V
7296073226307,PL די.פי.אל,שופרסל,46 חיתולים  שלב4 שופרסל,ברקודים חדשים,V
7296073226314,PL די.פי.אל,שופרסל,40 חיתולים שלב4+ שופרסל,ברקודים חדשים,V
7296073226321,PL די.פי.אל,שופרסל,36 חיתולים שלב5 שופרסל,ברקודים חדשים,V
7296073226338,PL די.פי.אל,שופרסל,30 חיתולים שלב6 שופרסל,ברקודים חדשים,V
7296073226543,א.ל.ייצור ושיווק תבלינים,שופרסל,אורגנו שופרסל 40 גרם,ברקודים חדשים,
7296073226963,"סלטי שמיר 2006 בע""מ PL",שופרסל,סלט חומוס עם גרגרים 400 גרם שופרסל,ברקודים חדשים,
7296073226970,"סלטי שמיר 2006 בע""מ PL",שופרסל,סלט חומוס עם טחינה 400 גרם שופרסל,ברקודים חדשים,
