ברקוד,מותג,יצרן,שם מוצר,מועד עדכון ברקודים,סטאטוס סימון
729000406301,מלח הארץ,מלח הארץ,"מלח שולחן מעולה ""סלית"" 1 ק""ג",ברקודים חדשים,
729000406309,מלח הארץ,מלח הארץ,"מלח קריסטל למדיח כלים 2 ק""ג",ברקודים חדשים,
729000406311,מלח הארץ,מלח הארץ,"מלח מטבח 1 ק""ג",ברקודים חדשים,
729000406321,מלח הארץ,מלח הארץ,"מלח מטבח ""גביש"" 1 ק""ג",ברקודים חדשים,
729000406406,מלח הארץ,מלח הארץ,מטחנה מלח ים ותבלינים לגריל,ברקודים חדשים,
729000406407,מלח הארץ,מלח הארץ,מטחנה מלח ים ותבלינים בניחוח איטלקי,ברקודים חדשים,
729000406408,מלח הארץ,מלח הארץ,מטחנה מלח ים טבעי- מלח גולמי ללא עיבוד.,ברקודים חדשים,
729000406410,מלח הארץ,מלח הארץ,מטחנה מלח ים ועשבי תיבול,ברקודים חדשים,
729000460317,מלח הארץ,מלח הארץ,מלח הארץ - מלח הים האדום 500 גרם גס,ברקודים חדשים,
729000698642,המברשת רוחמה,המברשת רוחמה,"מברשת שטיפת מכוניות 30 ס""מ",ברקודים חדשים,
729001596945,ביסקול,מפיץ שטראוס,סוכרזית סוכרלוז  25 שקיות (גרפיקה מנוקדת)- ,ברקודים חדשים,מסמן בפועל
729607321637,יקבי ירושלים,שופרסל,"תירוש 750 מ""ל ",ברקודים חדשים,
787068101237,המברשת רוחמה,המברשת רוחמה,דלי צבעוני 19 ליטר עם מכסה,ברקודים חדשים,
960860015432,מצות אביב,200 גרם,עוגיות קלות אביבה ללא סוכר מקמח מלא,ברקודים חדשים,מסמן בפועל
2900004120573,תנובה,תנובה,פיראוס בולגרית גביע 250 ג %16,ברקודים חדשים,
4043400502916,המברשת רוחמה,המברשת רוחמה,מטאטא קרצוף שרובר מאי,ברקודים חדשים,
4043400502916,המברשת רוחמה,המברשת רוחמה,מטאטא קרצוף שרובר מאי,ברקודים חדשים,
4043400531909,המברשת רוחמה,המברשת רוחמה,מטאטא מאי גוף פלסטיק,ברקודים חדשים,
4043400531909,המברשת רוחמה,המברשת רוחמה,מטאטא מאי גוף פלסטיק,ברקודים חדשים,
7290000005059,א.ל יצור תבלינים - תבליני מימון,"תבלינים 1 ק""ג",צ'ילי גרוס 800 גרם צנצנת,ברקודים חדשים,
7290000023748,טמפו,פרמייר,"דומיין אדום 750 מ""ל",ברקודים חדשים,
7290000023755,טמפו,פרמייר,"דומיין לבן 750 מ""ל 2010",ברקודים חדשים,
7290000023779,טמפו,קלאסיק,קלאסיק ארגמן,ברקודים חדשים,
7290000023786,טמפו,רזרב,"רזרב אמרלד ריזלינג 500 מ""ל",ברקודים חדשים,
7290000023809,טמפו,קלאסיק,קלאסיק קברנה סוביניון,ברקודים חדשים,
7290000023816,טמפו,קלאסיק,קלאסיק אמרלד ריזלינג,ברקודים חדשים,
7290000023823,טמפו,קלאסיק,קלאסיק סוביניון בלאן,ברקודים חדשים,
7290000023830,טמפו,קלאסיק,קלאסיק שיראז רוזה,ברקודים חדשים,
7290000023847,טמפו,קלאסיק,קלאסיק שרדונה,ברקודים חדשים,
7290000023915,טמפו,קלאסיק,"קלאסיק קברנה סובניון 187 מ""ל",ברקודים חדשים,
7290000023953,טמפו,קלאסיק,"קלאסיק פטיט סירה 750 מ""ל",ברקודים חדשים,
7290000023960,טמפו,קלאסיק,"קלאסיק שיראז  750 מ""ל",ברקודים חדשים,
7290000023977,טמפו,קלאסיק,קלאסיק מרלו,ברקודים חדשים,
7290000023984,טמפו,קלאסיק,קלאסיק פינוטאז,ברקודים חדשים,
7290000024172,טמפו,רזרב,"רזרב קברנה סוביניון 500 מ""ל",ברקודים חדשים,
7290000024202,טמפו,ספיישל רזרב,"רזרב קברנה סוביניון 750 מ""ל",ברקודים חדשים,
7290000024219,טמפו,רזרב,"רזרב אמרלד ריזילינג 750 מ""ל 2010",ברקודים חדשים,
7290000024226,טמפו,ספיישל רזרב,"רזרב סובניון בלאן 750 מ""ל 12 יח",ברקודים חדשים,
7290000024233,טמפו,רזרב,"רזרב שיראז 750 מ""ל 12 יח",ברקודים חדשים,
7290000024240,טמפו,רזרב,"רזרב שרדונה 750 מ""ל 12 יח",ברקודים חדשים,
7290000024264,טמפו,ספיישל רזרב,"רזרב מרלו 750 מ""ל 2010",ברקודים חדשים,
7290000024288,טמפו,ספיישל רזרב,"רזרב פינוטאז' 750 מ""ל",ברקודים חדשים,
7290000024318,טמפו,סופרייר,"סופרייר מרלו 750 מ""ל 2007",ברקודים חדשים,
7290000024325,טמפו,סופרייר,"סופרייר קברנה סוביניון 750 מ""ל 2007",ברקודים חדשים,
7290000024394,טמפו,סופרייר,"סופרייר פינוטאז' 750 מ""ל 2008",ברקודים חדשים,
7290000024431,טמפו,תירוש של סגל,"פרי הגפן מיץ ענבים 750 מ""ל",ברקודים חדשים,
7290000024448,טמפו,יין מתוק של סגל,"גליה מתוק 375 מ""ל",ברקודים חדשים,
7290000024455,טמפו,יין מתוק של סגל,"גליה מתוק 187 מ""ל",ברקודים חדשים,
7290000024516,טמפו,אסמבלאז',"אסמבלאז' ריחן לבן 750 מ""ל",ברקודים חדשים,
7290000024523,טמפו,תירוש של סגל,תירוש של סגל 1 ליטר,ברקודים חדשים,
7290000024530,טמפו,יין מתוק של סגל,"גליה מתוק 750 מ""ל",ברקודים חדשים,
7290000024554,טמפו,אסמבלאז',"אסמבלאז' ריחן 750 מ""ל 2008",ברקודים חדשים,
7290000024561,טמפו,אסמבלאז',"אסמבלאז' איתן 750 מ""ל 2008",ברקודים חדשים,
7290000024578,טמפו,אסמבלאז',"אסמבלאז' צפית 750 מ""ל 2010",ברקודים חדשים,
7290000024837,טמפו,סופרייר,"סופרייר פטי  ורדו 750 מ""ל",ברקודים חדשים,
7290000024844,טמפו,אלטיטיוד,אלטיטיוד 585+ קברנה סוביניון 2011,ברקודים חדשים,
7290000024851,טמפו,ספיישל רזרב,ספיישל רזרב מרסלאן 750 2013,ברקודים חדשים,
7290000025056,טמפו,פרמייר,"דומיין תבור קברנה סוביניון 750 מ""ל 2010",ברקודים חדשים,
7290000025063,טמפו,פרמייר,"דומיין לטרון מרלו 750 מ""ל 2010",ברקודים חדשים,
7290000025131,טמפו,אלטיטיוד,"אלטיטיוד קברנה 412 750 מ""ל 2008",ברקודים חדשים,
7290000025148,טמפו,אלטיטיוד,"אלטיטיוד קברנה 720 - 750 מ""ל 2008",ברקודים חדשים,
7290000025155,טמפו,אלטיטיוד,"אלטיטיוד קברנה 624- 750 מ""ל 2008",ברקודים חדשים,
7290000025193,טמפו,אלטיטיוד,"אלטיטיוד מרלו 711 - 750 מ""ל",ברקודים חדשים,
7290000040301,תנובה,תנובה,קממבר עין גדי חפיסה 24%,ברקודים חדשים,
7290000040318,תנובה,תנובה,ברי עדי חפיסה 24%  125 גרם,ברקודים חדשים,
7290000040974,תנובה,תנובה,חלב טרי דל לקטוז 1 ליטר 2%,ברקודים חדשים,
7290000041445,תנובה,תנובה,קוטג תנובה גביע 250 גר5% בדצ,ברקודים חדשים,
7290000041452,תנובה,תנובה,קוטג תנובה גביע 250 גר 9% בדצ,ברקודים חדשים,
7290000041858,יטבתה,יטבתה,שמנת חמוצה 15% מועשרת מהדרין,ברקודים חדשים,
7290000041865,יטבתה,יטבתה,לבן 4.5% שומן- מהדרין,ברקודים חדשים,
7290000041872,יטבתה,יטבתה,לבן 3% שומן- מהדרין,ברקודים חדשים,
7290000042008,תנובה,תנובה,חלב תנובה טרי שקית 1 ליטר%3,ברקודים חדשים,
7290000042015,תנובה,תנובה,חלב תנובה טרי שקית 1 ליטר 3% בדצ,ברקודים חדשים,
7290000042022,תנובה,תנובה,משקה חלב בטעם וניל 1% קרטון 1 ליטר,ברקודים חדשים,
7290000042176,תנובה,תנובה,חלב תנובה טרי כד 2 ל %1,ברקודים חדשים,
7290000042244,תנובה,תנובה,חלב תנובה טרי כד 2 ל %3,ברקודים חדשים,
7290000042404,יטבתה,יטבתה,חלב שקית מהדרין 3% מועשר,ברקודים חדשים,כן
7290000042411,יטבתה,יטבתה,חלב 1 ל. 3% קרטון,ברקודים חדשים,כן
7290000042435,תנובה,תנובה,חלב תנובה טרי קרט+ פקק 1ל %1,ברקודים חדשים,
7290000042442,תנובה,תנובה,חלב תנובה טרי קרט+פקק 1ל %3,ברקודים חדשים,
7290000042466,תנובה,תנובה,משקה חלב מעושר %1 קרטון 1 ליטר,ברקודים חדשים,
7290000042503,תנובה,תנובה,חלב עמיד קרטון 1ל %3,ברקודים חדשים,
7290000042541,תנובה,תנובה,חלב עמיד קרטון דל שומן 1 ל' %1,ברקודים חדשים,
7290000042640,תנובה,תנובה,חלב עמיד קרטון 250 מל  %3,ברקודים חדשים,
7290000042671,תנובה,תנובה,חלב עמיד %3 קרטון 1 ל בהכשר בדצ,ברקודים חדשים,
7290000042961,יטבתה,יטבתה,"מוקה יטבתה קרטון 500 מ""ל מהדרין",ברקודים חדשים,
7290000043111,תנובה,תנובה,חמאה מפוסטרת חבילה 200 גר,ברקודים חדשים,
7290000043814,תנובה,תנובה,שמנת להקצפה 38% 250 מל עמיד השף הלבן,ברקודים חדשים,
7290000043890,תנובה,תנובה,רוויון קרטון 1 ליטר %1.5,ברקודים חדשים,
7290000043944,תנובה,תנובה,יוגורט תנובה כד 1.5 ליטר  4%,ברקודים חדשים,
7290000045399,תנובה,תנובה,ניר משולשים 200 %26 טנא,ברקודים חדשים,
7290000045580,תנובה,תנובה,נעמה חורש משולשים 240 גרם 25%,ברקודים חדשים,
7290000045771,תנובה,תנובה,יוגורט תנובה כד 3 ליטר 4%,ברקודים חדשים,
7290000045917,תנובה,תנובה,פרומעז גבינת עזים גליל  23%,ברקודים חדשים,
7290000046020,תנובה,תנובה,גלבוע חריץ במשקל %22,ברקודים חדשים,
7290000046327,תנובה,תנובה,גלבוע פרוס 200 גרם %22,ברקודים חדשים,
7290000046549,תנובה,תנובה,מוצרלה חריץ מהדרין 20%,ברקודים חדשים,
7290000046563,תנובה,תנובה,פרמזן גבע חריץ 23%,ברקודים חדשים,
7290000047027,תנובה,תנובה,קצקבל (גלעד) חריץ 28%,ברקודים חדשים,
7290000047546,תנובה,תנובה,כנען גבינה לבנה  5% 500 גרם ללא מלח,ברקודים חדשים,
7290000047621,תנובה,תנובה,גבינה לבנה 5% 250 גרם בדצ,ברקודים חדשים,
7290000047942,תנובה,תנובה,גבינה לבנה 9% 250 גרם בדצ,ברקודים חדשים,
7290000048185,תנובה,תנובה,גבינה לבנה 5% 250 גרם מהדרין,ברקודים חדשים,
7290000048192,תנובה,תנובה,גבינה לבנה 9% 250 גרם מהדרין,ברקודים חדשים,
7290000048277,תנובה,תנובה,קוטג תנובה שקית 2 קג %5,ברקודים חדשים,
7290000048307,תנובה,תנובה,קוטג תנובה 5% עם זתים 250 גרם,ברקודים חדשים,
7290000048413,תנובה,תנובה,פיראוס חמד שקית 250 גר %16,ברקודים חדשים,
7290000048437,תנובה,תנובה,פיראוס צפתית גביע 200 גר %5,ברקודים חדשים,
7290000048444,תנובה,תנובה,חמד שקית 1 קג %16,ברקודים חדשים,
7290000048451,תנובה,תנובה,חרמון שקית 250 גר %16,ברקודים חדשים,
7290000049458,תנובה,תנובה,פיראוס פטה עזים 16% גביע 250 גרם,ברקודים חדשים,
7290000049854,תנובה,תנובה,עמק פרוס 3 קג %28,ברקודים חדשים,
7290000049861,תנובה,תנובה,גלבוע פרוס 3 קג %22,ברקודים חדשים,
7290000050270,תנובה,תנובה,פיראוס צפתית עיזים 5% שומן גביע 200גרם,ברקודים חדשים,
7290000050300,תנובה,תנובה,גבינה לבנה 5% גביע 125 גרם,ברקודים חדשים,
7290000050966,תנובה,תנובה,גבינה לבנה 5% 850 גרם בדצ,ברקודים חדשים,
7290000051352,תנובה,תנובה,חלב מלא בטעם של פעם 1ליטר לפחות 3.4%שומן,ברקודים חדשים,
7290000052298,תנובה,תנובה,משקה מוקה תנובה 1 ליטר בקבוק,ברקודים חדשים,
7290000052311,תנובה,תנובה,עמק לייט פרוס 200 גרם 15%,ברקודים חדשים,
7290000052663,תנובה,תנובה,מאגדת גבינה לבנה 2*250 גרם5%מהדרין,ברקודים חדשים,
7290000052717,תנובה,תנובה,קוטג עם שום שמיר 5% 250 גרם,ברקודים חדשים,
7290000053127,תנובה,תנובה,עמק חריץ 15% במשקל,ברקודים חדשים,
7290000053219,תנובה,תנובה,*חריץ טל העמק 32% שומן,ברקודים חדשים,
7290000053998,תנובה,תנובה,מאגדת יופלה טבעי לבן  8*150גרם בדצ,ברקודים חדשים,
7290000054995,תנובה,תנובה,פיראוס יוגורט עיזים טבעי שתיה קרטון 500מ,ברקודים חדשים,
7290000055015,תנובה,תנובה,פיראוס פטה כבשים 5% 250 גרם,ברקודים חדשים,
7290000055206,תנובה,תנובה,גבינה לבנה 5% בטעם בצל מטוגן 250 גרם,ברקודים חדשים,
7290000055350,תנובה,תנובה,*חריץ עמק 28%,ברקודים חדשים,
7290000055565,אסם,אסם,נסט.שוקו.בננ.בדצ מאח7 5*55ג+5*65ג. קדמ,ברקודים חדשים,
7290000055756,תנובה,תנובה,מאגדת גבינה תנובה 5% 2*850 גרם בדצ,ברקודים חדשים,
7290000055893,תנובה,תנובה,חמאה משמנת מפוסטרת 200גרם כ.מהדרין,ברקודים חדשים,
